"op","dms_update_ts","id","createdat","linkid","prioritytype","incidenttype","expirytime","expireusingexcessdelay","isactive","parentincidentid","schema_name","table_name","ingest_hour","ingest_year","ingest_month","ingest_day"
"D","2022-01-03 05:39:42.710000","236980","2022-01-03 15:58:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","03"
"D","2022-01-03 11:54:42.520000","236988","2022-01-03 21:49:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","03"
"D","2022-01-06 23:58:42.393000","237131","2022-01-07 10:00:30.0000000 +10:30","3360","5","1","",,,"0","dbo","BeaconIncidents","10","2022","01","07"
"D","2022-01-10 00:11:09.263000","237243","2022-01-10 10:36:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","10"
"I","2022-01-21 09:10:10.647000","238082","2022-01-21 19:40:00.0000000 +10:30","2756","5","0","",,,"0","dbo","BeaconIncidents","19","2022","01","21"
"U","2022-01-21 09:10:39.213000","238082","2022-01-21 19:40:00.0000000 +10:30","2756","5","3","",,,"0","dbo","BeaconIncidents","19","2022","01","21"
"I","2022-01-20 21:49:42.627000","237990","2022-01-21 08:19:30.0000000 +10:30","2378","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","21"
"I","2022-01-22 01:38:42.570000","238126","2022-01-22 12:08:30.0000000 +10:30","1479","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","22"
"D","2022-01-25 00:57:42.580000","238295","2022-01-25 11:09:00.0000000 +10:30","1576","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","25"
"D","2022-01-19 06:05:28.853000","237859","2022-01-19 16:31:00.0000000 +10:30","2846","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","19"
"U","2022-01-19 06:06:18.010000","237860","2022-01-19 16:32:01.0000000 +10:30","2721","6","4","",,,"0","dbo","BeaconIncidents","16","2022","01","19"
"U","2022-01-19 06:06:18.010000","237861","2022-01-19 16:34:01.0000000 +10:30","2719","6","4","",,,"237860","dbo","BeaconIncidents","16","2022","01","19"
"D","2022-01-28 23:48:25.060000","238574","2022-01-29 08:48:00.0000000 +10:30","1261","5","3","",,,"0","dbo","BeaconIncidents","10","2022","01","29"
"I","2022-01-28 23:48:42.843000","238577","2022-01-29 10:18:30.0000000 +10:30","2724","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","29"
"I","2022-01-23 22:10:42.330000","238205","2022-01-24 08:40:30.0000000 +10:30","824","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","24"
"I","2022-01-29 12:58:42.510000","238627","2022-01-29 23:28:30.0000000 +10:30","3487","5","0","",,,"0","dbo","BeaconIncidents","23","2022","01","29"
"I","2022-01-14 05:26:10.350000","237505","2022-01-14 15:56:01.0000000 +10:30","1255","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","14"
"I","2022-01-14 05:26:10.350000","237506","2022-01-14 15:56:01.0000000 +10:30","1946","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","14"
"I","2022-01-14 05:26:10.350000","237507","2022-01-14 15:56:01.0000000 +10:30","1952","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","14"
"I","2022-01-14 05:26:42.340000","237508","2022-01-14 15:56:30.0000000 +10:30","2522","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","14"
"I","2022-01-23 23:05:26.403000","238211","2022-01-24 09:35:00.0000000 +10:30","695","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","24"
"U","2022-01-22 03:30:42.800000","238132","2022-01-22 13:44:00.0000000 +10:30","1454","5","0","",,,"238139","dbo","BeaconIncidents","14","2022","01","22"
"U","2022-01-22 03:30:42.800000","238133","2022-01-22 13:44:00.0000000 +10:30","1457","5","0","",,,"238139","dbo","BeaconIncidents","14","2022","01","22"
"I","2022-01-22 03:30:42.800000","238139","2022-01-22 14:00:31.0000000 +10:30","2541","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","22"
"I","2022-01-20 00:32:23.477000","237929","2022-01-20 11:02:00.0000000 +10:30","2719","5","3","",,,"237920","dbo","BeaconIncidents","11","2022","01","20"
"I","2022-01-31 01:49:23.637000","238696","2022-01-31 12:19:00.0000000 +10:30","334","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","31"
"U","2022-01-31 01:49:42.917000","238696","2022-01-31 12:19:00.0000000 +10:30","334","5","3","",,,"0","dbo","BeaconIncidents","12","2022","01","31"
"I","2022-01-28 06:07:24.487000","238541","2022-01-28 16:37:00.0000000 +10:30","1623","5","0","",,,"238539","dbo","BeaconIncidents","16","2022","01","28"
"I","2022-01-28 06:08:21.850000","238542","2022-01-28 16:38:00.0000000 +10:30","2923","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","28"
"D","2022-01-28 06:08:21.850000","238534","2022-01-28 16:06:01.0000000 +10:30","2924","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","28"
"I","2022-01-16 10:20:20.690000","237612","2022-01-16 20:50:00.0000000 +10:30","3794","5","3","",,,"237608","dbo","BeaconIncidents","20","2022","01","16"
"D","2022-01-21 08:11:24.673000","238052","2022-01-21 16:51:33.0000000 +10:30","3807","5","9","",,,"238071","dbo","BeaconIncidents","18","2022","01","21"
"D","2022-01-16 07:05:35.227000","237598","2022-01-16 14:51:00.0000000 +10:30","3588","5","4","",,,"0","dbo","BeaconIncidents","17","2022","01","16"
"D","2022-01-29 04:37:42.543000","238617","2022-01-29 15:02:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","29"
"I","2022-01-08 09:19:57.420000","237190","2022-01-08 19:44:00.0000000 +10:30","2366","5","0","",,,"0","dbo","BeaconIncidents","19","2022","01","08"
"I","2022-01-27 06:02:42.520000","238467","2022-01-27 16:32:30.0000000 +10:30","109","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","27"
"D","2022-01-19 02:06:42.660000","237811","2022-01-19 12:07:30.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","19"
"D","2022-01-31 06:21:25.877000","238715","2022-01-31 16:18:00.0000000 +10:30","3241","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","31"
"D","2022-01-27 04:26:24.910000","238455","2022-01-27 14:42:30.0000000 +10:30","1958","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","27"
"D","2022-01-18 06:47:24.487000","237758","2022-01-18 17:11:00.0000000 +10:30","459","5","3","",,,"0","dbo","BeaconIncidents","17","2022","01","18"
"D","2022-01-14 18:55:20.900000","237543","2022-01-15 04:52:00.0000000 +10:30","2632","5","0","",,,"0","dbo","BeaconIncidents","05","2022","01","15"
"I","2022-01-28 14:16:28.953000","238558","2022-01-29 00:46:00.0000000 +10:30","681","5","0","",,,"238559","dbo","BeaconIncidents","00","2022","01","29"
"I","2022-01-28 14:16:28.953000","238559","2022-01-29 00:46:00.0000000 +10:30","962","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","29"
"I","2022-01-15 15:30:38.247000","237573","2022-01-16 02:00:30.0000000 +10:30","2637","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","16"
"D","2022-01-11 19:25:20.200000","237320","2022-01-11 20:43:00.0000000 +10:30","189","5","3","",,,"0","dbo","BeaconIncidents","05","2022","01","12"
"I","2022-01-31 10:29:23.280000","238739","2022-01-31 20:59:00.0000000 +10:30","2064","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","31"
"U","2022-01-31 10:29:42.370000","238739","2022-01-31 20:59:00.0000000 +10:30","2064","5","3","",,,"0","dbo","BeaconIncidents","21","2022","01","31"
"I","2022-01-13 11:23:34.670000","237466","2022-01-13 21:53:30.0000000 +10:30","3795","5","3","",,,"237459","dbo","BeaconIncidents","21","2022","01","13"
"I","2022-01-18 05:23:23.830000","237741","2022-01-18 15:53:01.0000000 +10:30","98","5","0","",,,"237740","dbo","BeaconIncidents","15","2022","01","18"
"D","2022-01-24 07:00:42.317000","238262","2022-01-24 16:53:30.0000000 +10:30","2111","5","3","",,,"0","dbo","BeaconIncidents","17","2022","01","24"
"I","2022-01-10 10:55:24.780000","237268","2022-01-10 21:25:00.0000000 +10:30","3794","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","10"
"D","2022-01-12 17:04:42.497000","237390","2022-01-12 20:18:30.0000000 +10:30","2647","5","3","",,,"0","dbo","BeaconIncidents","03","2022","01","13"
"I","2022-01-19 03:34:16.913000","237824","2022-01-19 13:59:00.0000000 +10:30","3417","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","19"
"D","2022-01-19 03:34:16.913000","237820","2022-01-19 13:36:30.0000000 +10:30","835","5","6","",,,"0","dbo","BeaconIncidents","14","2022","01","19"
"D","2022-01-19 03:34:16.913000","237823","2022-01-19 13:57:01.0000000 +10:30","1485","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","19"
"U","2022-01-19 06:40:28.023000","237874","2022-01-19 17:08:30.0000000 +10:30","671","5","1","",,,"0","dbo","BeaconIncidents","17","2022","01","19"
"D","2022-01-19 06:40:28.023000","237865","2022-01-19 16:43:31.0000000 +10:30","2715","6","4","",,,"237860","dbo","BeaconIncidents","17","2022","01","19"
"D","2022-01-19 06:40:28.023000","237869","2022-01-19 16:55:00.0000000 +10:30","2710","6","4","",,,"237860","dbo","BeaconIncidents","17","2022","01","19"
"I","2022-01-15 16:14:42.427000","237574","2022-01-16 02:44:30.0000000 +10:30","1450","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","16"
"I","2022-01-19 01:28:42.980000","237810","2022-01-19 11:58:31.0000000 +10:30","343","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","19"
"D","2022-01-19 01:28:42.980000","237804","2022-01-19 11:19:30.0000000 +10:30","836","5","6","",,,"0","dbo","BeaconIncidents","11","2022","01","19"
"U","2022-01-19 01:29:19.160000","237810","2022-01-19 11:58:31.0000000 +10:30","343","5","3","",,,"0","dbo","BeaconIncidents","11","2022","01","19"
"D","2022-01-20 02:19:25.733000","237941","2022-01-20 12:28:30.0000000 +10:30","824","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","20"
"I","2022-01-15 11:07:42.720000","237564","2022-01-15 21:37:30.0000000 +10:30","408","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","15"
"U","2022-01-15 11:08:23.067000","237564","2022-01-15 21:37:30.0000000 +10:30","408","5","3","",,,"0","dbo","BeaconIncidents","21","2022","01","15"
"D","2022-01-21 07:35:42.667000","238070","2022-01-21 17:57:33.0000000 +10:30","918","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","21"
"D","2022-01-23 02:42:42.507000","238183","2022-01-23 13:02:30.0000000 +10:30","2697","5","0","",,,"238182","dbo","BeaconIncidents","13","2022","01","23"
"I","2022-01-04 04:04:34.757000","237004","2022-01-04 14:34:30.0000000 +10:30","1895","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","04"
"U","2022-01-04 07:38:11.940000","237017","2022-01-04 18:00:00.0000000 +10:30","2695","6","4","",,,"0","dbo","BeaconIncidents","18","2022","01","04"
"I","2022-01-04 07:38:11.940000","237018","2022-01-04 18:03:30.0000000 +10:30","2697","6","4","",,,"237017","dbo","BeaconIncidents","18","2022","01","04"
"D","2022-01-04 07:38:11.940000","237016","2022-01-04 17:53:30.0000000 +10:30","1804","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","04"
"I","2022-01-21 06:01:35.110000","238046","2022-01-21 16:31:30.0000000 +10:30","808","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","21"
"I","2022-01-16 02:17:23.970000","237590","2022-01-16 12:47:00.0000000 +10:30","824","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","16"
"I","2022-01-19 08:28:23.573000","237887","2022-01-19 18:58:00.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","19"
"D","2022-01-18 21:33:42.397000","237783","2022-01-19 07:32:00.0000000 +10:30","3574","5","1","",,,"0","dbo","BeaconIncidents","08","2022","01","19"
"I","2022-01-13 20:43:36.397000","237472","2022-01-14 07:13:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","14"
"D","2022-01-22 07:30:21.637000","238147","2022-01-22 17:36:00.0000000 +10:30","2538","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","22"
"D","2022-01-20 05:41:25.023000","237952","2022-01-20 15:51:00.0000000 +10:30","490","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","20"
"D","2022-01-20 05:41:42.747000","237956","2022-01-20 15:57:30.0000000 +10:30","851","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","20"
"I","2022-01-26 00:18:42.323000","238369","2022-01-26 10:48:30.0000000 +10:30","3865","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","26"
"D","2022-01-12 13:10:20.453000","237386","2022-01-12 19:46:30.0000000 +10:30","3892","5","3","",,,"0","dbo","BeaconIncidents","23","2022","01","12"
"D","2022-01-30 06:14:42.480000","238634","2022-01-30 07:54:00.0000000 +10:30","3468","5","3","",,,"238635","dbo","BeaconIncidents","16","2022","01","30"
"I","2022-01-12 00:33:35.050000","237338","2022-01-12 11:03:30.0000000 +10:30","3316","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","12"
"U","2022-01-12 00:34:02.557000","237338","2022-01-12 11:03:30.0000000 +10:30","3316","5","3","",,,"0","dbo","BeaconIncidents","11","2022","01","12"
"D","2022-01-20 07:59:42.287000","237962","2022-01-20 17:34:00.0000000 +10:30","2138","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","20"
"I","2022-01-28 05:57:42.303000","238537","2022-01-28 16:27:31.0000000 +10:30","2369","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","28"
"D","2022-01-21 09:23:11.513000","238081","2022-01-21 19:38:30.0000000 +10:30","1059","5","3","",,,"0","dbo","BeaconIncidents","19","2022","01","21"
"I","2022-01-31 04:16:24.970000","238702","2022-01-31 14:46:00.0000000 +10:30","1223","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","31"
"D","2022-01-21 05:52:25.220000","238042","2022-01-21 16:13:00.0000000 +10:30","824","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","21"
"D","2022-01-25 00:53:24.240000","238296","2022-01-25 11:11:00.0000000 +10:30","1814","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","25"
"D","2022-01-21 07:02:42.650000","238062","2022-01-21 17:23:30.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","21"
"D","2022-01-19 00:06:42.580000","237796","2022-01-19 10:30:00.0000000 +10:30","2851","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","19"
"I","2022-01-21 00:49:42.800000","238006","2022-01-21 11:19:30.0000000 +10:30","3433","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","21"
"U","2022-01-21 00:50:02.993000","238006","2022-01-21 11:19:30.0000000 +10:30","3433","5","3","",,,"0","dbo","BeaconIncidents","11","2022","01","21"
"I","2022-01-12 02:04:23.957000","237352","2022-01-12 12:34:00.0000000 +10:30","334","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","12"
"U","2022-01-12 02:04:42.693000","237352","2022-01-12 12:34:00.0000000 +10:30","334","5","3","",,,"0","dbo","BeaconIncidents","12","2022","01","12"
"I","2022-01-12 02:04:42.693000","237353","2022-01-12 12:34:30.0000000 +10:30","2620","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","12"
"D","2022-01-08 01:40:21.670000","237175","2022-01-08 11:52:00.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","08"
"U","2022-01-21 00:53:42.640000","238003","2022-01-21 10:31:00.0000000 +10:30","1975","5","2","",,,"0","dbo","BeaconIncidents","11","2022","01","21"
"U","2022-01-21 00:54:22.777000","237998","2022-01-21 10:20:31.0000000 +10:30","1971","5","2","",,,"0","dbo","BeaconIncidents","11","2022","01","21"
"U","2022-01-21 00:54:22.777000","238000","2022-01-21 10:25:30.0000000 +10:30","1973","5","2","",,,"237998","dbo","BeaconIncidents","11","2022","01","21"
"I","2022-01-17 06:17:47.473000","237679","2022-01-17 16:47:30.0000000 +10:30","2164","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","17"
"U","2022-01-17 06:18:25.250000","237679","2022-01-17 16:47:30.0000000 +10:30","2164","5","3","",,,"0","dbo","BeaconIncidents","16","2022","01","17"
"I","2022-01-17 06:18:25.250000","237680","2022-01-17 16:48:00.0000000 +10:30","834","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","17"
"D","2022-01-17 06:18:42.820000","237676","2022-01-17 16:35:30.0000000 +10:30","1940","6","7","",,,"0","dbo","BeaconIncidents","16","2022","01","17"
"D","2022-01-24 05:17:45.330000","238243","2022-01-24 15:19:30.0000000 +10:30","570","5","1","",,,"0","dbo","BeaconIncidents","15","2022","01","24"
"D","2022-01-24 05:18:35.917000","238248","2022-01-24 15:39:30.0000000 +10:30","1909","5","1","",,,"0","dbo","BeaconIncidents","15","2022","01","24"
"D","2022-01-30 10:03:36.677000","238659","2022-01-30 20:05:00.0000000 +10:30","3804","5","3","",,,"0","dbo","BeaconIncidents","20","2022","01","30"
"D","2022-01-29 02:02:23.373000","238591","2022-01-29 12:19:02.0000000 +10:30","3585","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","29"
"U","2022-01-19 06:51:02.337000","237876","2022-01-19 17:20:30.0000000 +10:30","459","5","3","",,,"0","dbo","BeaconIncidents","17","2022","01","19"
"D","2022-01-19 00:08:37.180000","237798","2022-01-19 10:34:01.0000000 +10:30","1455","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","19"
"D","2022-01-12 05:09:21.237000","237366","2022-01-12 15:25:00.0000000 +10:30","2270","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","12"
"I","2022-01-10 09:48:10.307000","237266","2022-01-10 20:18:00.0000000 +10:30","189","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","10"
"U","2022-01-10 09:48:32.313000","237266","2022-01-10 20:18:00.0000000 +10:30","189","5","3","",,,"0","dbo","BeaconIncidents","20","2022","01","10"
"I","2022-01-10 09:48:42.493000","237267","2022-01-10 20:18:30.0000000 +10:30","3892","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","10"
"D","2022-01-20 07:22:24.580000","237961","2022-01-20 17:26:00.0000000 +10:30","466","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","20"
"D","2022-01-20 05:32:25.430000","237953","2022-01-20 15:54:00.0000000 +10:30","2923","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","20"
"I","2022-01-15 17:53:42.533000","237577","2022-01-16 04:23:30.0000000 +10:30","2540","5","0","",,,"0","dbo","BeaconIncidents","04","2022","01","16"
"I","2022-01-28 04:05:27.390000","238525","2022-01-28 14:35:00.0000000 +10:30","2052","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","28"
"I","2022-01-18 09:36:42.620000","237767","2022-01-18 20:05:30.0000000 +10:30","3894","5","3","",,,"237766","dbo","BeaconIncidents","20","2022","01","18"
"D","2022-01-20 05:53:25.100000","237955","2022-01-20 15:56:00.0000000 +10:30","3280","5","3","",,,"0","dbo","BeaconIncidents","16","2022","01","20"
"I","2022-01-21 07:23:23.700000","238067","2022-01-21 17:47:31.0000000 +10:30","3521","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","21"
"I","2022-01-21 07:23:23.700000","238068","2022-01-21 17:52:30.0000000 +10:30","3398","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","21"
"D","2022-01-21 07:23:23.700000","238056","2022-01-21 17:05:03.0000000 +10:30","3806","5","9","",,,"238058","dbo","BeaconIncidents","17","2022","01","21"
"D","2022-01-21 07:23:23.700000","238057","2022-01-21 17:08:01.0000000 +10:30","3805","5","9","",,,"238058","dbo","BeaconIncidents","17","2022","01","21"
"I","2022-01-20 23:25:42.707000","237996","2022-01-21 09:55:30.0000000 +10:30","2931","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","21"
"I","2022-01-07 23:20:24.977000","237172","2022-01-08 09:50:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","08"
"D","2022-01-22 03:33:37.197000","238126","2022-01-22 12:08:30.0000000 +10:30","1479","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","22"
"I","2022-01-26 04:11:19.377000","238394","2022-01-26 14:41:00.0000000 +10:30","1260","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","26"
"U","2022-01-26 04:11:32.390000","238394","2022-01-26 14:41:00.0000000 +10:30","1260","5","3","",,,"0","dbo","BeaconIncidents","14","2022","01","26"
"D","2022-01-27 21:37:24.550000","238493","2022-01-28 08:00:30.0000000 +10:30","1201","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","28"
"D","2022-01-18 12:21:42.407000","237775","2022-01-18 21:42:00.0000000 +10:30","2062","5","3","",,,"237774","dbo","BeaconIncidents","22","2022","01","18"
"D","2022-01-18 12:22:22.610000","237774","2022-01-18 21:17:00.0000000 +10:30","2064","5","3","",,,"0","dbo","BeaconIncidents","22","2022","01","18"
"I","2021-12-31 22:48:22.767000","236917","2022-01-01 09:18:00.0000000 +10:30","3583","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","01"
"U","2021-12-31 22:48:42.527000","236917","2022-01-01 09:18:00.0000000 +10:30","3583","5","3","",,,"0","dbo","BeaconIncidents","09","2022","01","01"
"I","2022-01-27 15:39:42.553000","238485","2022-01-28 02:09:30.0000000 +10:30","2637","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","28"
"D","2022-01-19 23:33:42.337000","237922","2022-01-20 09:59:00.0000000 +10:30","2538","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","20"
"I","2022-01-19 23:34:24.370000","237923","2022-01-20 10:04:00.0000000 +10:30","3888","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","20"
"U","2022-01-19 23:34:32.180000","237923","2022-01-20 10:04:00.0000000 +10:30","3888","5","3","",,,"0","dbo","BeaconIncidents","10","2022","01","20"
"I","2022-01-10 20:52:22.977000","237278","2022-01-11 07:22:00.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","11"
"I","2022-01-10 20:52:35.080000","237279","2022-01-11 07:22:30.0000000 +10:30","627","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","11"
"D","2022-01-25 04:16:42.800000","238306","2022-01-25 14:16:30.0000000 +10:30","1909","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","25"
"U","2022-01-25 06:25:02.213000","238332","2022-01-25 16:54:31.0000000 +10:30","3158","5","3","",,,"0","dbo","BeaconIncidents","16","2022","01","25"
"D","2022-01-25 07:45:26.920000","238338","2022-01-25 17:30:30.0000000 +10:30","3433","5","3","",,,"0","dbo","BeaconIncidents","18","2022","01","25"
"D","2022-01-25 07:45:42.430000","238319","2022-01-25 15:38:01.0000000 +10:30","2816","5","8","",,,"0","dbo","BeaconIncidents","18","2022","01","25"
"D","2022-01-25 07:45:42.430000","238346","2022-01-25 18:01:30.0000000 +10:30","3102","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","25"
"I","2022-01-13 06:50:34.860000","237446","2022-01-13 17:20:30.0000000 +10:30","1740","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","13"
"U","2022-01-13 06:51:02.193000","237446","2022-01-13 17:20:30.0000000 +10:30","1740","5","4","",,,"0","dbo","BeaconIncidents","17","2022","01","13"
"I","2022-01-09 08:42:22.523000","237231","2022-01-09 19:12:00.0000000 +10:30","3878","5","0","",,,"237227","dbo","BeaconIncidents","19","2022","01","09"
"D","2022-01-09 08:42:42.617000","237230","2022-01-09 19:11:00.0000000 +10:30","3785","5","0","",,,"0","dbo","BeaconIncidents","19","2022","01","09"
"D","2022-01-18 19:11:34.460000","237770","2022-01-18 20:38:00.0000000 +10:30","3804","5","3","",,,"0","dbo","BeaconIncidents","05","2022","01","19"
"I","2022-01-10 21:44:24.763000","237284","2022-01-11 08:14:00.0000000 +10:30","1863","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","11"
"U","2022-01-10 21:44:35.047000","237284","2022-01-11 08:14:00.0000000 +10:30","1863","5","3","",,,"0","dbo","BeaconIncidents","08","2022","01","11"
"D","2022-01-12 04:37:48.253000","237364","2022-01-12 14:55:00.0000000 +10:30","3359","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","12"
"D","2022-01-19 22:29:24.347000","237913","2022-01-20 07:51:30.0000000 +10:30","2159","5","4","",,,"0","dbo","BeaconIncidents","09","2022","01","20"
"U","2022-01-19 22:30:02.313000","237917","2022-01-20 08:53:00.0000000 +10:30","3720","5","4","",,,"0","dbo","BeaconIncidents","09","2022","01","20"
"D","2022-01-16 07:10:26.180000","237589","2022-01-16 12:26:00.0000000 +10:30","3865","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","16"
"I","2022-01-29 10:40:25.507000","238622","2022-01-29 21:10:00.0000000 +10:30","3865","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","29"
"I","2022-01-13 09:32:09.557000","237458","2022-01-13 20:02:00.0000000 +10:30","1846","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","13"
"I","2022-01-27 21:16:19.853000","238490","2022-01-28 07:46:01.0000000 +10:30","627","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","28"
"I","2022-01-26 10:33:20.587000","238413","2022-01-26 21:03:00.0000000 +10:30","3894","5","3","",,,"238409","dbo","BeaconIncidents","21","2022","01","26"
"I","2022-01-26 10:33:42.433000","238414","2022-01-26 21:03:30.0000000 +10:30","2064","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","26"
"U","2022-01-26 10:34:02.343000","238414","2022-01-26 21:03:30.0000000 +10:30","2064","5","3","",,,"0","dbo","BeaconIncidents","21","2022","01","26"
"D","2022-01-13 06:48:25.800000","237443","2022-01-13 17:13:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","13"
"I","2022-01-13 06:48:34.557000","237445","2022-01-13 17:18:30.0000000 +10:30","1783","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","13"
"I","2022-01-20 21:56:42.650000","237991","2022-01-21 08:26:30.0000000 +10:30","556","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","21"
"D","2022-01-15 11:26:15.023000","237565","2022-01-15 21:40:00.0000000 +10:30","3519","5","5","",,,"0","dbo","BeaconIncidents","21","2022","01","15"
"D","2022-01-04 11:40:42.353000","237020","2022-01-04 22:08:00.0000000 +10:30","914","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","04"
"D","2021-12-31 14:29:24.073000","236895","2022-01-01 00:26:30.0000000 +10:30","1463","5","3","",,,"236894","dbo","BeaconIncidents","01","2022","01","01"
"D","2022-01-16 20:29:42.430000","237630","2022-01-17 06:49:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","17"
"D","2022-01-23 01:02:34.450000","238178","2022-01-23 11:26:00.0000000 +10:30","1070","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","23"
"D","2022-01-11 00:04:42.217000","237278","2022-01-11 07:22:00.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","11"
"D","2022-01-24 22:01:42.377000","238282","2022-01-25 07:57:30.0000000 +10:30","3433","5","3","",,,"0","dbo","BeaconIncidents","08","2022","01","25"
"I","2022-01-29 13:25:42.543000","238631","2022-01-29 23:55:30.0000000 +10:30","3585","5","0","",,,"0","dbo","BeaconIncidents","23","2022","01","29"
