"op","dms_update_ts","id","createdat","linkid","prioritytype","incidenttype","expirytime","expireusingexcessdelay","isactive","parentincidentid","schema_name","table_name","ingest_hour","ingest_year","ingest_month","ingest_day"
"D","2022-01-16 19:04:23.193000","237626","2022-01-17 04:11:30.0000000 +10:30","2633","5","0","",,,"0","dbo","BeaconIncidents","05","2022","01","17"
"D","2022-01-13 07:34:21.233000","237442","2022-01-13 17:10:30.0000000 +10:30","459","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","13"
"D","2022-01-13 07:34:21.233000","237448","2022-01-13 17:25:00.0000000 +10:30","717","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","13"
"D","2021-12-31 13:34:41.093000","236890","2022-01-01 00:00:00.0000000 +10:30","2637","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","01"
"D","2022-01-18 07:24:25.237000","237750","2022-01-18 16:43:00.0000000 +10:30","3026","5","3","",,,"237754","dbo","BeaconIncidents","17","2022","01","18"
"D","2022-01-18 07:24:35.010000","237754","2022-01-18 16:52:30.0000000 +10:30","3028","5","3","",,,"0","dbo","BeaconIncidents","17","2022","01","18"
"D","2022-01-04 12:50:24.437000","237023","2022-01-04 23:06:00.0000000 +10:30","219","5","3","",,,"0","dbo","BeaconIncidents","23","2022","01","04"
"D","2022-01-21 02:18:27.450000","238013","2022-01-21 12:32:30.0000000 +10:30","3158","5","3","",,,"0","dbo","BeaconIncidents","12","2022","01","21"
"D","2022-01-21 02:18:27.450000","238014","2022-01-21 12:34:30.0000000 +10:30","1059","5","3","",,,"0","dbo","BeaconIncidents","12","2022","01","21"
"U","2022-01-21 02:19:18.827000","238015","2022-01-21 12:36:00.0000000 +10:30","469","5","3","",,,"0","dbo","BeaconIncidents","12","2022","01","21"
"I","2022-01-02 01:03:42.627000","236943","2022-01-02 11:33:33.0000000 +10:30","2648","5","0","",,,"236942","dbo","BeaconIncidents","11","2022","01","02"
"I","2022-01-02 01:04:19.113000","236944","2022-01-02 11:34:00.0000000 +10:30","2756","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","02"
"U","2022-01-02 01:04:34.707000","236944","2022-01-02 11:34:00.0000000 +10:30","2756","5","3","",,,"0","dbo","BeaconIncidents","11","2022","01","02"
"D","2022-01-25 13:45:09.350000","238356","2022-01-26 00:12:30.0000000 +10:30","2421","5","3","",,,"0","dbo","BeaconIncidents","00","2022","01","26"
"D","2022-01-04 08:10:42.687000","237013","2022-01-04 17:16:30.0000000 +10:30","1544","6","4","",,,"0","dbo","BeaconIncidents","18","2022","01","04"
"I","2022-01-01 21:43:17.770000","236940","2022-01-02 08:13:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","02"
"I","2021-12-31 20:44:42.580000","236915","2022-01-01 07:14:30.0000000 +10:30","1484","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","01"
"I","2022-01-26 04:12:42.590000","238395","2022-01-26 14:42:30.0000000 +10:30","1478","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","26"
"D","2022-01-17 03:14:37.180000","237653","2022-01-17 13:34:30.0000000 +10:30","3122","5","7","",,,"0","dbo","BeaconIncidents","13","2022","01","17"
"I","2022-01-01 03:08:23.130000","236924","2022-01-01 13:38:02.0000000 +10:30","2648","5","0","",,,"236921","dbo","BeaconIncidents","13","2022","01","01"
"I","2022-01-26 02:19:42.523000","238387","2022-01-26 12:49:30.0000000 +10:30","3416","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","26"
"I","2022-01-31 05:48:23.767000","238715","2022-01-31 16:18:00.0000000 +10:30","3241","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","31"
"I","2021-12-31 14:23:44.110000","236901","2022-01-01 00:53:30.0000000 +10:30","3487","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","01"
"I","2022-01-01 02:22:42.347000","236923","2022-01-01 12:52:30.0000000 +10:30","3021","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","01"
"U","2022-01-17 00:04:25.290000","237636","2022-01-17 10:10:00.0000000 +10:30","2503","5","3","",,,"0","dbo","BeaconIncidents","10","2022","01","17"
"U","2022-01-17 00:04:25.290000","237637","2022-01-17 10:12:00.0000000 +10:30","2505","5","3","",,,"237636","dbo","BeaconIncidents","10","2022","01","17"
"D","2022-01-17 00:04:25.290000","237638","2022-01-17 10:21:00.0000000 +10:30","2522","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","17"
"I","2022-01-24 03:11:42.367000","238234","2022-01-24 13:41:30.0000000 +10:30","1783","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","24"
"D","2022-01-05 13:16:42.233000","237059","2022-01-05 23:31:30.0000000 +10:30","3585","5","0","",,,"0","dbo","BeaconIncidents","23","2022","01","05"
