"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","feed_version","ingest_year","ingest_month","ingest_day","feed_version_partition"
"3700","13580.0","Stop 12 Northumberland St - West side","43 Northumberland St, Tusmore","-34.93498","138.65007",,"http://www.adelaidemetro.com.au/stops/view/13580",,,,,"1175","2022","01","31","1175"
"6569","16400.0","Stop 6 The Parade - North side","35-37 The Parade, Norwood","-34.9214849742991","138.627241857355",,"http://www.adelaidemetro.com.au/stops/view/16400",,,,,"1175","2022","01","31","1175"
"5198","15059.0","Stop 30B Shepherds Hill Rd - East side","328 Shepherds Hill Rd, Eden Hills","-35.02234","138.60828",,"http://www.adelaidemetro.com.au/stops/view/15059",,,,,"1175","2022","01","31","1175"
"4570","14438.0","Stop 24 Brighton Rd - West side","59 Brighton Rd, Glenelg","-34.9832010572362","138.52027234948",,"http://www.adelaidemetro.com.au/stops/view/14438",,,,,"1175","2022","01","31","1175"
"616","10598.0","Stop 47B Cross Keys Rd - West side","15 Cross Keys Rd, Salisbury","-34.7704038739286","138.650112146446",,"http://www.adelaidemetro.com.au/stops/view/10598",,,,,"1175","2022","01","31","1175"
"3281","13171.0","Stop 2 Frome Rd - East side","LOT 1 Frome Rd, Adelaide","-34.9147097884833","138.60510615434",,"http://www.adelaidemetro.com.au/stops/view/13171",,,,,"1175","2022","01","31","1175"
"4940","14805.0","Stop 22 Fiveash Dr - East side","59 Fiveash Dr, Pasadena","-35.0066499837807","138.587807892251",,"http://www.adelaidemetro.com.au/stops/view/14805",,,,,"1175","2022","01","31","1175"
"6611","16440.0","Stop 23 Henley Beach Rd - South side","77 Henley Beach Rd, Henley Beach South","-34.925335","138.504373",,"http://www.adelaidemetro.com.au/stops/view/16440",,,,,"1175","2022","01","31","1175"
"3289","13179.0","Stop 1 King William Rd - East side","12 King William Rd, North Adelaide","-34.9148901432565","138.59889639512",,"http://www.adelaidemetro.com.au/stops/view/13179",,,,,"1175","2022","01","31","1175"
"2773","12673.0","Stop 31A Military Rd - West side","45 Military Rd, Tennyson","-34.8909788631482","138.487548573257",,"http://www.adelaidemetro.com.au/stops/view/12673",,,,,"1175","2022","01","31","1175"
"1628","11557.0","Stop 38 Grand Junction Rd - South side","1070 Grand Junction Rd, Holden Hill","-34.84437","138.68311",,"http://www.adelaidemetro.com.au/stops/view/11557",,,,,"1175","2022","01","31","1175"
"2365","12270.0","Stop 30 Victor Rd - West side","15 Victor Rd, Campbelltown","-34.87425","138.65559",,"http://www.adelaidemetro.com.au/stops/view/12270",,,,,"1175","2022","01","31","1175"
"4257","14131.0","Stop 12 Marion Rd - West side","420 Marion Rd, Plympton","-34.966284919","138.554801643",,"http://www.adelaidemetro.com.au/stops/view/14131",,,,,"1175","2022","01","31","1175"
"6527","16358.0","Stop 29 Seaview Rd - East side","372 Seaview Rd, Henley Beach","-34.917143","138.493729",,"http://www.adelaidemetro.com.au/stops/view/16358",,,,,"1175","2022","01","31","1175"
"6637","16465.0","Stop 21 Henley Beach Rd - South side","529 Henley Beach Rd, Fulham","-34.926789581","138.5113182",,"http://www.adelaidemetro.com.au/stops/view/16465",,,,,"1175","2022","01","31","1175"
"1459","11407.0","Stop 45C Military Rd - South East side","314 Military Rd, Largs Bay","-34.83362","138.48618",,"http://www.adelaidemetro.com.au/stops/view/11407",,,,,"1175","2022","01","31","1175"
"3053","12945.0","Stop 9 Payneham Rd - East side","186-188 Payneham Rd, St Peters","-34.9049227527102","138.631878051996",,"http://www.adelaidemetro.com.au/stops/view/12945",,,,,"1175","2022","01","31","1175"
"1260","11215.0","Stop 37A Montague Rd - South side","145 Montague Rd, Pooraka","-34.824398","138.633421",,"http://www.adelaidemetro.com.au/stops/view/11215",,,,,"1175","2022","01","31","1175"
"4146","14021.0","Stop 15 Mooringe Ave - South side","149 Mooringe Ave, North Plympton","-34.960636128","138.537399005",,"http://www.adelaidemetro.com.au/stops/view/14021",,,,,"1175","2022","01","31","1175"
"2644","12544.0","Stop 17A O.G. Rd - East side","120 O.G. Rd, Klemzig","-34.884937832272","138.638151612785",,"http://www.adelaidemetro.com.au/stops/view/12544",,,,,"1175","2022","01","31","1175"
"101542","18632.0","Zone A Harbour Town Interchange","LOT 50 Tapleys Hill Rd, Adelaide Airport","-34.947344","138.520002",,"http://www.adelaidemetro.com.au/stops/view/18632",,,,,"1175","2022","01","31","1175"
"2185","12094.0","Stop 32 Days Rd - East side","172A Days Rd, Ferryden Park","-34.868181","138.565872",,"http://www.adelaidemetro.com.au/stops/view/12094",,,,,"1175","2022","01","31","1175"
"4567","14435.0","Stop 24 Brighton Rd - East side","LOT 100 Brighton Rd, Glenelg East","-34.98291508989","138.520494116404",,"http://www.adelaidemetro.com.au/stops/view/14435",,,,,"1175","2022","01","31","1175"
"949","10909.0","Stop 57 Hancock Rd - West side","340 Hancock Rd, Surrey Downs","-34.8023528678906","138.717185224874",,"http://www.adelaidemetro.com.au/stops/view/10909",,,,,"1175","2022","01","31","1175"
"8040","16967.0","Stop 100 Old Coach Rd - West side","197-203 Old Coach Rd, Aldinga","-35.266545","138.483001",,"http://www.adelaidemetro.com.au/stops/view/16967",,,,,"1175","2022","01","31","1175"
"2715","12615.0","Stop 23A Montacute Rd - South side","198 Montacute Rd, Rostrevor","-34.88839","138.6807",,"http://www.adelaidemetro.com.au/stops/view/12615",,,,,"1175","2022","01","31","1175"
